draw_id	phase	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	candidate_pool_diploids	slim_scaling_factor	mutation_age_generations	selection_start_generations_ago	selection_end_generations_ago	draw_index	seed	seed_nonce	panel_seed	panel_seed_nonce	timeout_seconds	sequence_length_bp	focal_position_bp	processing_mode
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw049	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	49	1186937295	0	1736467570	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw050	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	50	1877358658	0	820782942	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw051	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	51	305493990	0	1737965498	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw052	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	52	1456891949	0	25040036	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw053	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	53	1399279856	0	1578232800	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw054	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	54	451011208	0	11557958	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw055	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	55	536065196	0	452460254	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw056	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	56	505611271	0	1731681526	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw057	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	57	2020986094	0	254681892	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw058	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	58	687225971	0	796524087	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw059	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	59	457333421	0	1277780123	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw060	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	60	1674501588	0	1205707881	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw061	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	61	619533134	0	1067599911	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw062	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	62	2143540123	0	1702820062	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw063	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	63	1744143966	0	1004985640	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw064	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	64	1534309232	0	933735529	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw065	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	65	1177052016	0	1795491226	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw066	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	66	89073929	0	1192849828	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw067	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	67	1100628037	0	848065031	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw068	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	68	727818300	0	53541330	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw069	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	69	145247400	0	1452891223	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw070	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	70	140323274	0	648199663	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw071	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	71	371009601	0	1012771699	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw072	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	72	1891321622	0	745197132	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw073	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	73	2018558079	0	868463054	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw074	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	74	1934266748	0	960397158	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw075	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	75	2059501216	0	661974501	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw076	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	76	178300	0	1444682322	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw077	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	77	1903542552	0	865136460	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw078	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	78	1931323874	0	1322035280	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw079	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	79	1344934168	0	1424306746	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw080	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	80	804915345	0	1558911553	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw081	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	81	586316639	0	1019707824	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw082	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	82	1705346626	0	1531056439	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw083	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	83	1332051504	0	437691876	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw084	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	84	1436385171	0	1409112397	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw085	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	85	1764202079	0	707449066	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw086	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	86	1680100046	0	1770362483	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw087	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	87	1086004041	0	1268824833	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw088	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	88	1716089687	0	487850097	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw089	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	89	1641857162	0	1751853860	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw090	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	90	558647039	0	35942467	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw091	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	91	416480513	0	1879494120	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw092	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	92	435719797	0	309518776	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw093	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	93	959741067	0	427497728	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw094	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	94	802822296	0	1799361485	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw095	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	95	1444735408	0	1160753874	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw096	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	96	1599717631	0	885804425	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw097	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	97	1734779926	0	48115173	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw098	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	98	83073971	0	1101195167	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.300000__q5__draw099	confirmation	0.005	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	99	321701983	0	1983735596	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw000	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	0	827862802	0	1209957847	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw001	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	1	839530089	0	1466072004	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw002	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	2	799686286	0	1703854695	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw003	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	3	563499815	0	373939091	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw004	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	4	413932431	0	1692262574	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw005	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	5	1242194976	0	227048661	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw006	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	6	91836497	0	1924893908	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw007	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	7	812710248	0	2002782891	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw008	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	8	1412511514	0	256415442	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw009	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	9	1499985863	0	600996083	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw010	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	10	1382721624	0	339673084	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw011	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	11	1686995223	0	580449493	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw012	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	12	449118135	0	1429352387	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw013	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	13	1964609414	0	1167650087	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw014	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	14	1165505694	0	78233523	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw015	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	15	488334307	0	1484000728	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw016	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	16	2013581592	0	228031783	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw017	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	17	1624483287	0	129473550	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw018	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	18	749962385	0	74642289	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.100000__q5__draw019	sensitivity_10mb	0.01	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	19	659909996	0	553291718	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw000	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	0	1178822562	0	253459963	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw001	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	1	524634109	0	351226816	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw002	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	2	944184506	0	759894023	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw003	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	3	1267070380	0	1996963735	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw004	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	4	736073832	0	200478743	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw005	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	5	797919607	0	1432949246	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw006	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	6	1640949307	0	225023989	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw007	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	7	386264894	0	1657559778	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw008	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	8	739886213	0	442087103	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw009	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	9	642436714	0	1486171036	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw010	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	10	1168625843	0	816790767	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw011	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	11	762073597	0	1859576192	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw012	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	12	991343546	0	2074241349	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw013	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	13	1879672359	0	193385506	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw014	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	14	1992156981	0	1717643271	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw015	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	15	1102374810	0	1732903971	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw016	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	16	457515179	0	359950378	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw017	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	17	1469149348	0	809241827	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw018	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	18	1392435249	0	399429709	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.200000__q5__draw019	sensitivity_10mb	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	19	1190138419	0	1247331496	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.300000__q5__draw000	sensitivity_10mb	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	0	1660813906	0	542634171	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.300000__q5__draw001	sensitivity_10mb	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	1	1677515603	0	135241965	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.300000__q5__draw002	sensitivity_10mb	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	2	2146504602	0	700181293	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
han_frequency_conditioned__sensitivity_10mb__s0.010000__af0.300000__q5__draw003	sensitivity_10mb	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	3	711275180	0	1829222068	0	1800.0	10000000	5000000	production_10mb_normal_recap_neutral_overlay_strict_identity_exact_panel
