unit_id	demography_id	demography_kind	population	source_model	selection_origin	simulation_class	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	replicate_index	seed	sequence_length_bp	focal_position_bp
ancient_eurasia_han_introgression__af10__neutral__rep005	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	5	709695577	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep006	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	6	22606896	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep007	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	7	1518372341	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep008	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	8	296756268	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep009	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	9	1646367021	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep010	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	10	1184559518	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep011	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	11	1753337755	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep012	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	12	1567761420	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep013	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	13	2017299804	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep014	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	14	762792055	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep015	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	15	946329581	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep016	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	16	1774169991	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep017	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	17	186822843	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep018	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	18	1958433703	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep019	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	19	1837209	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep020	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	20	1596126635	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep021	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	21	235267216	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep022	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	22	1777379114	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep023	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	23	1955623329	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep024	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	24	47611673	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep025	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	25	1233785444	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep026	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	26	1334092971	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep027	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	27	2059526419	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep028	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	28	212187374	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep029	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	29	1335205575	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep030	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	30	2007455712	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep031	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	31	1861634029	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep032	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	32	1539410501	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep033	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	33	34441219	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep034	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	34	359367362	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep035	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	35	868932681	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep036	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	36	1477869216	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep037	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	37	1363725169	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep038	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	38	1247377394	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep039	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	39	1726363930	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep040	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	40	21672780	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep041	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	41	1629700096	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep042	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	42	1246353766	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep043	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	43	231327384	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep044	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	44	1113208103	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep045	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	45	1703950416	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep046	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	46	1751351812	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep047	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	47	473579919	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep048	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	48	374237004	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep049	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	49	1431115516	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep050	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	50	502214176	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep051	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	51	114407695	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep052	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	52	191070856	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep053	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	53	1278539705	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep054	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	54	2139519637	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep055	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	55	1173592001	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep056	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	56	1710103810	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep057	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	57	2108230486	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep058	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	58	481403695	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep059	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	59	1907973838	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep060	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	60	970866203	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep061	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	61	1414746895	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep062	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	62	1253931166	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep063	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	63	168811529	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep064	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	64	1517111012	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep065	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	65	1237292957	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep066	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	66	1107338996	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep067	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	67	681352001	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep068	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	68	993046635	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep069	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	69	387402341	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep070	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	70	1402699157	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep071	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	71	1737512834	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep072	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	72	1691041533	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep073	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	73	1252568149	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep074	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	74	1541461985	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep075	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	75	691776963	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep076	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	76	1627222566	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep077	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	77	1719733312	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep078	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	78	2085105595	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep079	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	79	1260377716	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep080	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	80	1836768038	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep081	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	81	470804088	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep082	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	82	1595879483	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep083	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	83	426241221	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep084	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	84	834989862	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep085	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	85	280951593	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep086	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	86	459239336	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep087	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	87	317184906	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep088	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	88	859238947	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep089	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	89	1152319320	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep090	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	90	1123199095	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep091	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	91	1909201288	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep092	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	92	1081172813	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep093	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	93	1672219950	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep094	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	94	288581478	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep095	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	95	1073479792	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep096	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	96	436667549	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep097	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	97	456184203	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep098	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	98	1007358257	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep099	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	99	999202582	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep100	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	100	390859853	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep001	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	1	945256792	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep002	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	2	766660385	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep003	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	3	1952825695	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep004	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	4	575701254	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep005	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	5	1504256031	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep006	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	6	5463711	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep007	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	7	1569533459	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep008	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	8	1412347593	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep009	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	9	1120397429	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p010__rep010	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.2	0.17500000000000002	0.225	40	100	10	1352196417	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep001	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	1	882927844	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep002	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	2	997920261	10000000	5000000
