source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,selected_n,selected_called,selected_fraction,neutral_n,neutral_called,neutral_fraction,nonfixed_n,nonfixed_fraction
truth,40000,0.01,10000,1,5,100,66,0.66,1000,490,0.49,99,0.6565656565656566
truth,40000,0.01,10000,1,10,100,30,0.3,1000,183,0.183,99,0.29292929292929293
truth,40000,0.01,10000,1,20,100,9,0.09,1000,26,0.026,99,0.09090909090909091
truth,40000,0.01,20000,0,1,100,89,0.89,1000,839,0.839,99,0.8888888888888888
truth,40000,0.01,20000,0,3,100,64,0.64,1000,448,0.448,99,0.6363636363636364
truth,40000,0.01,20000,0,5,100,31,0.31,1000,197,0.197,99,0.30303030303030304
truth,40000,0.01,20000,0,10,100,11,0.11,1000,28,0.028,99,0.1111111111111111
truth,40000,0.01,20000,0,20,100,1,0.01,1000,1,0.001,99,0.010101010101010102
truth,40000,0.01,20000,1,1,100,89,0.89,1000,839,0.839,99,0.8888888888888888
truth,40000,0.01,20000,1,3,100,64,0.64,1000,481,0.481,99,0.6363636363636364
truth,40000,0.01,20000,1,5,100,38,0.38,1000,226,0.226,99,0.37373737373737376
truth,40000,0.01,20000,1,10,100,11,0.11,1000,39,0.039,99,0.1111111111111111
truth,40000,0.01,20000,1,20,100,1,0.01,1000,2,0.002,99,0.010101010101010102
truth,40000,0.01,50000,0,1,100,82,0.82,1000,713,0.713,99,0.8181818181818182
truth,40000,0.01,50000,0,3,100,24,0.24,1000,129,0.129,99,0.24242424242424243
truth,40000,0.01,50000,0,5,100,8,0.08,1000,20,0.02,99,0.08080808080808081
truth,40000,0.01,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.01,50000,1,1,100,82,0.82,1000,713,0.713,99,0.8181818181818182
truth,40000,0.01,50000,1,3,100,29,0.29,1000,152,0.152,99,0.29292929292929293
truth,40000,0.01,50000,1,5,100,9,0.09,1000,29,0.029,99,0.09090909090909091
truth,40000,0.01,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.05,10000,0,1,100,100,1.0,1000,999,0.999,99,1.0
truth,40000,0.05,10000,0,3,100,97,0.97,1000,990,0.99,99,0.9696969696969697
truth,40000,0.05,10000,0,5,100,94,0.94,1000,941,0.941,99,0.9393939393939394
truth,40000,0.05,10000,0,10,100,83,0.83,1000,678,0.678,99,0.8282828282828283
truth,40000,0.05,10000,0,20,100,34,0.34,1000,209,0.209,99,0.3434343434343434
truth,40000,0.05,10000,1,1,100,100,1.0,1000,999,0.999,99,1.0
truth,40000,0.05,10000,1,3,100,98,0.98,1000,992,0.992,99,0.9797979797979798
truth,40000,0.05,10000,1,5,100,94,0.94,1000,951,0.951,99,0.9393939393939394
truth,40000,0.05,10000,1,10,100,85,0.85,1000,730,0.73,99,0.8484848484848485
truth,40000,0.05,10000,1,20,100,40,0.4,1000,256,0.256,99,0.3939393939393939
truth,40000,0.05,20000,0,1,100,100,1.0,1000,999,0.999,99,1.0
truth,40000,0.05,20000,0,3,100,94,0.94,1000,938,0.938,99,0.9393939393939394
truth,40000,0.05,20000,0,5,100,85,0.85,1000,746,0.746,99,0.8484848484848485
truth,40000,0.05,20000,0,10,100,38,0.38,1000,247,0.247,99,0.3838383838383838
truth,40000,0.05,20000,0,20,100,5,0.05,1000,18,0.018,99,0.050505050505050504
truth,40000,0.05,20000,1,1,100,100,1.0,1000,999,0.999,99,1.0
truth,40000,0.05,20000,1,3,100,94,0.94,1000,945,0.945,99,0.9393939393939394
truth,40000,0.05,20000,1,5,100,88,0.88,1000,793,0.793,99,0.8787878787878788
truth,40000,0.05,20000,1,10,100,46,0.46,1000,312,0.312,99,0.45454545454545453
truth,40000,0.05,20000,1,20,100,10,0.1,1000,29,0.029,99,0.10101010101010101
truth,40000,0.05,50000,0,1,100,100,1.0,1000,993,0.993,99,1.0
truth,40000,0.05,50000,0,3,100,76,0.76,1000,615,0.615,99,0.7575757575757576
truth,40000,0.05,50000,0,5,100,31,0.31,1000,232,0.232,99,0.30303030303030304
truth,40000,0.05,50000,0,10,100,4,0.04,1000,12,0.012,99,0.04040404040404041
truth,40000,0.05,50000,0,20,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,40000,0.05,50000,1,1,100,100,1.0,1000,993,0.993,99,1.0
truth,40000,0.05,50000,1,3,100,79,0.79,1000,673,0.673,99,0.7878787878787878
truth,40000,0.05,50000,1,5,100,44,0.44,1000,290,0.29,99,0.43434343434343436
truth,40000,0.05,50000,1,10,100,8,0.08,1000,20,0.02,99,0.08080808080808081
truth,40000,0.05,50000,1,20,100,1,0.01,1000,1,0.001,99,0.010101010101010102
truth,50000,0.001,10000,0,1,100,74,0.74,1000,341,0.341,99,0.7373737373737373
truth,50000,0.001,10000,0,3,100,47,0.47,1000,95,0.095,99,0.46464646464646464
truth,50000,0.001,10000,0,5,100,35,0.35,1000,24,0.024,99,0.3434343434343434
truth,50000,0.001,10000,0,10,100,9,0.09,1000,5,0.005,99,0.08080808080808081
truth,50000,0.001,10000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,10000,1,1,100,74,0.74,1000,341,0.341,99,0.7373737373737373
truth,50000,0.001,10000,1,3,100,49,0.49,1000,105,0.105,99,0.48484848484848486
truth,50000,0.001,10000,1,5,100,36,0.36,1000,31,0.031,99,0.35353535353535354
truth,50000,0.001,10000,1,10,100,9,0.09,1000,6,0.006,99,0.08080808080808081
truth,50000,0.001,10000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,20000,0,1,100,68,0.68,1000,271,0.271,99,0.6767676767676768
truth,50000,0.001,20000,0,3,100,28,0.28,1000,25,0.025,99,0.2727272727272727
truth,50000,0.001,20000,0,5,100,12,0.12,1000,6,0.006,99,0.1111111111111111
truth,50000,0.001,20000,0,10,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,50000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,20000,1,1,100,68,0.68,1000,271,0.271,99,0.6767676767676768
truth,50000,0.001,20000,1,3,100,28,0.28,1000,33,0.033,99,0.2727272727272727
truth,50000,0.001,20000,1,5,100,12,0.12,1000,9,0.009,99,0.1111111111111111
truth,50000,0.001,20000,1,10,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,50000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,50000,0,1,100,62,0.62,1000,159,0.159,99,0.6161616161616161
truth,50000,0.001,50000,0,3,100,8,0.08,1000,2,0.002,99,0.0707070707070707
truth,50000,0.001,50000,0,5,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,50000,1,1,100,62,0.62,1000,159,0.159,99,0.6161616161616161
truth,50000,0.001,50000,1,3,100,8,0.08,1000,4,0.004,99,0.0707070707070707
truth,50000,0.001,50000,1,5,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.01,10000,0,1,100,98,0.98,1000,915,0.915,99,0.9797979797979798
truth,50000,0.01,10000,0,3,100,90,0.9,1000,653,0.653,99,0.898989898989899
truth,50000,0.01,10000,0,5,100,77,0.77,1000,427,0.427,99,0.7676767676767676
truth,50000,0.01,10000,0,10,100,46,0.46,1000,118,0.118,99,0.45454545454545453
truth,50000,0.01,10000,0,20,100,13,0.13,1000,11,0.011,99,0.12121212121212122
truth,50000,0.01,10000,1,1,100,98,0.98,1000,915,0.915,99,0.9797979797979798
truth,50000,0.01,10000,1,3,100,91,0.91,1000,684,0.684,99,0.9090909090909091
truth,50000,0.01,10000,1,5,100,80,0.8,1000,464,0.464,99,0.797979797979798
truth,50000,0.01,10000,1,10,100,52,0.52,1000,134,0.134,99,0.5151515151515151
truth,50000,0.01,10000,1,20,100,13,0.13,1000,13,0.013,99,0.12121212121212122
truth,50000,0.01,20000,0,1,100,98,0.98,1000,874,0.874,99,0.9797979797979798
truth,50000,0.01,20000,0,3,100,79,0.79,1000,411,0.411,99,0.7878787878787878
truth,50000,0.01,20000,0,5,100,52,0.52,1000,150,0.15,99,0.5151515151515151
truth,50000,0.01,20000,0,10,100,13,0.13,1000,16,0.016,99,0.12121212121212122
truth,50000,0.01,20000,0,20,100,0,0.0,1000,1,0.001,99,0.0
truth,50000,0.01,20000,1,1,100,98,0.98,1000,874,0.874,99,0.9797979797979798
truth,50000,0.01,20000,1,3,100,80,0.8,1000,438,0.438,99,0.797979797979798
truth,50000,0.01,20000,1,5,100,56,0.56,1000,179,0.179,99,0.5555555555555556
truth,50000,0.01,20000,1,10,100,16,0.16,1000,23,0.023,99,0.15151515151515152
truth,50000,0.01,20000,1,20,100,0,0.0,1000,1,0.001,99,0.0
truth,50000,0.01,50000,0,1,100,94,0.94,1000,755,0.755,99,0.9393939393939394
truth,50000,0.01,50000,0,3,100,37,0.37,1000,99,0.099,99,0.36363636363636365
truth,50000,0.01,50000,0,5,100,9,0.09,1000,9,0.009,99,0.08080808080808081
truth,50000,0.01,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.01,50000,1,1,100,94,0.94,1000,755,0.755,99,0.9393939393939394
truth,50000,0.01,50000,1,3,100,40,0.4,1000,124,0.124,99,0.3939393939393939
truth,50000,0.01,50000,1,5,100,13,0.13,1000,15,0.015,99,0.12121212121212122
truth,50000,0.01,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.05,10000,0,1,100,100,1.0,1000,1000,1.0,99,1.0
truth,50000,0.05,10000,0,3,100,100,1.0,1000,994,0.994,99,1.0
truth,50000,0.05,10000,0,5,100,100,1.0,1000,944,0.944,99,1.0
truth,50000,0.05,10000,0,10,100,82,0.82,1000,603,0.603,99,0.8181818181818182
truth,50000,0.05,10000,0,20,100,34,0.34,1000,137,0.137,99,0.3333333333333333
truth,50000,0.05,10000,1,1,100,100,1.0,1000,1000,1.0,99,1.0
truth,50000,0.05,10000,1,3,100,100,1.0,1000,997,0.997,99,1.0
truth,50000,0.05,10000,1,5,100,100,1.0,1000,959,0.959,99,1.0
truth,50000,0.05,10000,1,10,100,88,0.88,1000,679,0.679,99,0.8787878787878788
truth,50000,0.05,10000,1,20,100,36,0.36,1000,173,0.173,99,0.35353535353535354
truth,50000,0.05,20000,0,1,100,100,1.0,1000,1000,1.0,99,1.0
truth,50000,0.05,20000,0,3,100,98,0.98,1000,942,0.942,99,0.9797979797979798
truth,50000,0.05,20000,0,5,100,88,0.88,1000,707,0.707,99,0.8787878787878788
truth,50000,0.05,20000,0,10,100,39,0.39,1000,175,0.175,99,0.3838383838383838
truth,50000,0.05,20000,0,20,100,4,0.04,1000,8,0.008,99,0.04040404040404041
truth,50000,0.05,20000,1,1,100,100,1.0,1000,1000,1.0,99,1.0
truth,50000,0.05,20000,1,3,100,98,0.98,1000,956,0.956,99,0.9797979797979798
truth,50000,0.05,20000,1,5,100,92,0.92,1000,763,0.763,99,0.9191919191919192
truth,50000,0.05,20000,1,10,100,39,0.39,1000,238,0.238,99,0.3838383838383838
truth,50000,0.05,20000,1,20,100,6,0.06,1000,14,0.014,99,0.06060606060606061
truth,50000,0.05,50000,0,1,100,100,1.0,1000,997,0.997,99,1.0
truth,50000,0.05,50000,0,3,100,83,0.83,1000,554,0.554,99,0.8282828282828283
truth,50000,0.05,50000,0,5,100,29,0.29,1000,151,0.151,99,0.2828282828282828
truth,50000,0.05,50000,0,10,100,3,0.03,1000,3,0.003,99,0.030303030303030304
truth,50000,0.05,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,50000,0.05,50000,1,1,100,100,1.0,1000,997,0.997,99,1.0
truth,50000,0.05,50000,1,3,100,88,0.88,1000,630,0.63,99,0.8787878787878788
truth,50000,0.05,50000,1,5,100,39,0.39,1000,206,0.206,99,0.3838383838383838
truth,50000,0.05,50000,1,10,100,5,0.05,1000,7,0.007,99,0.050505050505050504
truth,50000,0.05,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
